"brand","name","size","price","currency","description","benefits","directions","ingredients","sku","categories","image_local","image_url","source_url","manual_review","review_notes"
"VitaDerm","Tissue Repair Complex","30ml airless bottle with pump","525","ZAR","This multi-functional Tissue Repair Complex is a face and body complex that incorporates a blend of phyto actives. Conditioning seed extracts of macadamia, African rosewood and rosehip are incorporated to lock in essential moisture, while invigorating extracts of mandarin, orange blossom and frankincense stimulate cell renewal. It is also the ideal conditioner for body skin and recommended for the treatment of recent scarring, the prevention of stretch marks during pregnancy and preventing moisture loss. Suited for all skin types.","This multi-functional Tissue Repair Complex is a face and body complex that incorporates a blend of phyto actives. Conditioning seed extracts of macadamia, African rosewood and rosehip are incorporated to lock in essential moisture, while invigorating extracts of mandarin, orange blossom and frankincense stimulate cell renewal. It is also the ideal conditioner for body skin and recommended for the treatment of recent scarring, the prevention of stretch marks during pregnancy and preventing moisture loss. Suited for all skin types.","","","VR-TRC30","Normal Combination | Skincare","images/webp/tissue-repair-complex.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/TRC30.jpg","https://vitaderm.co.za/product/tissue-repair-complex/","true","Directions not published; Ingredients not published"
"VitaDerm","Aromatic Complex","30ml glass bottle with pipette","525","ZAR","The Aromatic Complex combines the benefits of phyto actives of sandalwood, rosewood and geranium to enhance skin radiance, stimulate cell renewal and ensure excellent conditioning of the skin. Ideal for all skin types, including sensitive skin. Especially recommended for use on dry, very dry and mature skin types.","The Aromatic Complex combines the benefits of phyto actives of sandalwood, rosewood and geranium to enhance skin radiance, stimulate cell renewal and ensure excellent conditioning of the skin. Ideal for all skin types, including sensitive skin. Especially recommended for use on dry, very dry and mature skin types.","","","VR-AC30","Sensitive | Skincare","images/webp/aromatic-complex.webp","https://vitaderm.co.za/wp-content/uploads/2020/04/AC30_Glass-1.jpg","https://vitaderm.co.za/product/aromatic-complex/","true","Directions not published; Ingredients not published"
"VitaDerm","Nutrient Complex","30ml airless bottle with pump","525","ZAR","This Nutrient Complex is rich in powerful vitamins that act as super anti-oxidants to neutralise the damaging effects of free radicals. The advanced nutriceuticals that have been incorporated into this formulation include a revolutionary Vitamin C compound that is oil-soluble and therefore very stable against oxidation. The addition of ferulic acid and ubiquinol ensures unsurpassed anti-oxidant benefits. This complex is especially suited for dry, very dry and mature skin types.","This Nutrient Complex is rich in powerful vitamins that act as super anti-oxidants to neutralise the damaging effects of free radicals. The advanced nutriceuticals that have been incorporated into this formulation include a revolutionary Vitamin C compound that is oil-soluble and therefore very stable against oxidation. The addition of ferulic acid and ubiquinol ensures unsurpassed anti-oxidant benefits. This complex is especially suited for dry, very dry and mature skin types.","","","VR-NC30","Mature | Normal Combination | Skincare","images/webp/nutrient-complex.webp","https://vitaderm.co.za/wp-content/uploads/2020/04/NC30.jpg.webp","https://vitaderm.co.za/product/nutrient-complex/","true","Directions not published; Ingredients not published"
"VitaDerm","Soothing Balm","50ml jar","394","ZAR","The Soothing Balm offers relief of excessively dry skin by forming a protective film on the skin that seals in the skin’s moisture and prevents trans-epidermal moisture loss for lasting suppleness. This luxurious balm is formulated with extracts of chamomile and lavender. It is also the ideal balm for post-treatment care following advanced aesthetic procedures, such as Collagen Induction Therapy, hydroxy acid peels and laser treatments, to calm the skin and support the healing phases.","The Soothing Balm offers relief of excessively dry skin by forming a protective film on the skin that seals in the skin’s moisture and prevents trans-epidermal moisture loss for lasting suppleness. This luxurious balm is formulated with extracts of chamomile and lavender. It is also the ideal balm for post-treatment care following advanced aesthetic procedures, such as Collagen Induction Therapy, hydroxy acid peels and laser treatments, to calm the skin and support the healing phases.","","","VR-SB50","Dehydrated Skin | Sensitive | Skincare","images/webp/soothing-balm.webp","https://vitaderm.co.za/wp-content/uploads/2020/07/SB50.jpg.webp","https://vitaderm.co.za/product/soothing-balm/","true","Directions not published; Ingredients not published"
"VitaDerm","Intensive Hydrating Serum","60ml tube with flip cap","730","ZAR","This Intensive Hydrating Serum contains hyaluronic acid, which is highly effective for increasing hydration, both on the surface as well as within the deeper layers of the skin. The addition of extracts of jojoba, avocado and allantoin offers outstanding skin conditioning and soothing benefits. Ideal for all skin, especially dehydrated complexions that tend to be dry rather than oily. This serum is also perfect for application as an aftershave balm.","This Intensive Hydrating Serum contains hyaluronic acid, which is highly effective for increasing hydration, both on the surface as well as within the deeper layers of the skin. The addition of extracts of jojoba, avocado and allantoin offers outstanding skin conditioning and soothing benefits. Ideal for all skin, especially dehydrated complexions that tend to be dry rather than oily. This serum is also perfect for application as an aftershave balm.","","","VR-IHS60","Dehydrated Skin | Skincare","images/webp/intensive-hydrating-serum.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/IHS60.jpg","https://vitaderm.co.za/product/intensive-hydrating-serum/","true","Directions not published; Ingredients not published"
"VitaDerm","Radian-C Serum","30ml airless bottle with pump","730","ZAR","This Radian-C Serum is a light-weight gel-serum formulated with a new generation Vitamin C in its purest form. Breakthrough technology allows the bio-available Vitamin C to be released into the deeper layers of the skin to brighten the complexion and increase skin radiance and softness. Hyaluronic acid has been added to the formulation to further increase the effectiveness of this serum by boosting skin hydration and minimising the appearance of fine lines and wrinkles with regular use. Ideal for all skin types, including oily/acne-prone complexions.","This Radian-C Serum is a light-weight gel-serum formulated with a new generation Vitamin C in its purest form. Breakthrough technology allows the bio-available Vitamin C to be released into the deeper layers of the skin to brighten the complexion and increase skin radiance and softness. Hyaluronic acid has been added to the formulation to further increase the effectiveness of this serum by boosting skin hydration and minimising the appearance of fine lines and wrinkles with regular use. Ideal for all skin types, including oily/acne-prone complexions.","","","VR-RCS30","Breakout-Prone Skin | Dehydrated Skin | Normal Combination | Uneven Skin Tone | Skincare","images/webp/radian-c-serum.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/RCS30.jpg","https://vitaderm.co.za/product/radian-c-serum/","true","Directions not published; Ingredients not published"
"VitaDerm","Rapid Hydration Serum","","515","ZAR","This Rapid Hydration Serum is a light-textured fast-absorbing active formulation. It offers advanced skin hydration for all skin types, including oily skin types that are prone to dehydration. The hyaluronic acid and AcquaCell™ content boosts skin moisture levels, thereby reducing the appearance of fine lines and wrinkles, while the addition of Fision Lift assists in toning and firming skin with regular use.","This Rapid Hydration Serum is a light-textured fast-absorbing active formulation. It offers advanced skin hydration for all skin types, including oily skin types that are prone to dehydration. The hyaluronic acid and AcquaCell™ content boosts skin moisture levels, thereby reducing the appearance of fine lines and wrinkles, while the addition of Fision Lift assists in toning and firming skin with regular use.","This serum may be used morning and evening. Apply 3-5 drops to a cleansed and toned skin. Allow to absorb slightly before applying the chosen moisture cream. Follow with your favourite VitaDerm complex to lock in moisture for long-lasting hydration.","AQUA, PHENOXYETHANOL, METHYL GLUCETH-20, GLYCERIN, ETHYLHEXYLGLYCERIN, SODIUM HYALURONATE, HYDROXYETHYLCELLULOSE, CITRULLUS LANATUS (WATERMELON) FRUIT EXTRACT, PYRUS MALUS (APPLE) FRUIT EXTRACT, LENS ESCULENTA (LENTIL) FRUIT EXTRACT, SODIUM LACTATE, SODIUM PCA, HYDROLYZED SOY PROTEIN, ACACIA SENEGAL GUM, XANTHAN GUM, DISODIUM EDTA","VR-RHS30","Dehydrated Skin | Skincare","images/webp/rapid-hydration-serum.webp","https://vitaderm.co.za/wp-content/uploads/2023/03/RHS_Carousel_SMSingles_6.jpg.webp","https://vitaderm.co.za/product/rapid-hydration-serum/","true","Pack size needs manual review"
"VitaDerm","Retinol Serum","30ml airless bottle with pump","882","ZAR","The Retinol Serum is VitaDerm’s most rejuvenating serum. This tri-active skin-perfecting formulation contains a 2.5% blend of Vitamin A derivatives which offer super anti-oxidant properties that protect cell DNA and enhance skin regeneration. Highly Effective Ingredients Retinol is the primary, naturally occurring form of Vitamin A and is particularly renowned for its anti-ageing properties. Retinyl palmitate is a milder derivative of Vitamin A, which increases the activity of the serum without the associated irritation that is often experienced with retinol products. The addition of betacarotene, a precursor of Vitamin A, provides a wonderful conditioning effect, ensuring a radiant complexion. Visible Results With regular use of VitaDerm’s Retinol Serum, the dermal- and epidermal layers of the skin appear plumper and wrinkles appear to be reduced in number, length and width. The complexion appears fresher and adequately supplied with moisture. This serum is suitable for normal, dry and very dry skin. Innovative Packaging The Retinol Serum is presented in an airless pump dispenser bottle, which protects the contents from exposure to oxygen, thereby retaining the effectiveness of the active ingredients.","The Retinol Serum is VitaDerm’s most rejuvenating serum. This tri-active skin-perfecting formulation contains a 2.5% blend of Vitamin A derivatives which offer super anti-oxidant properties that protect cell DNA and enhance skin regeneration. Highly Effective Ingredients Retinol is the primary, naturally occurring form of Vitamin A and is particularly renowned for its anti-ageing properties. Retinyl palmitate is a milder derivative of Vitamin A, which increases the activity of the serum without the associated irritation that is often experienced with retinol products. The addition of betacarotene, a precursor of Vitamin A, provides a wonderful conditioning effect, ensuring a radiant complexion. Visible Results With regular use of VitaDerm’s Retinol Serum, the dermal- and epidermal layers of the skin appear plumper and wrinkles appear to be reduced in number, length and width. The complexion appears fresher and adequately supplied with moisture. This serum is suitable for normal, dry and very dry skin. Innovative Packaging The Retinol Serum is presented in an airless pump dispenser bottle, which protects the contents from exposure to oxygen, thereby retaining the effectiveness of the active ingredients.","Apply 2 – 4 pumps to the face and neck, avoiding direct contact with eyes. Apply at night, to a cleansed and toned skin. If you are new to using retinol formulations, we recommend performing a patch test and introducing this product into your skin care routine gradually. See how by downloading our Retinol Step-Up Programme. It is essential to apply the Invisible Photo Defence SPF50 daily while using any retinol product.","AQUA, HEMISQUALANE, STEARIC ACID, TREHALOSE, RETINOL, RETINYL PALMITATE, BETACAROTENE, SENEGAL GUM, TOCOPHERYL ACETATE (VITAMIN E), HYDROXYETHYL CELLULOSE, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN","VR-RS30","Mature | Skincare","images/webp/retinol-serum.webp","https://vitaderm.co.za/wp-content/uploads/2022/03/RS30.jpg","https://vitaderm.co.za/product/retinol-serum/","false",""
"VitaDerm","Hydroxy Acid Serum","30ml airless bottle with pump","730","ZAR","This Hydroxy Acid Serum incorporates the powerful exfoliating effect of both alpha- and beta hydroxy acids, including mandelic-, salicylic-, glycolic-, pyruvic- and lactic acid to visibly improve skin clarity. These powerful ingredients work together to restore radiance to all skin types and assist in reducing fine lines and wrinkles by promoting the desquamation of keratinised skin cells and stimulating cellular regeneration. Specifically salicylic acid, an oil-soluble beta hydroxy acid, has the proven ability to exfoliate inside the pilosebaceous unit, thereby decongesting the pores for an overall clearer, healthier complexion. In the case of oily/acne-prone skin types, this serum encourages fewer breakouts by replenishing the acid mantle of the epidermis. By restoring this natural acidity, the skin is able to protect itself more effectively against microbes. This product also assists the skin in healing more rapidly. Ideal for those concerned with uneven pigmentation, congestion and fine lines and wrinkles.","This Hydroxy Acid Serum incorporates the powerful exfoliating effect of both alpha- and beta hydroxy acids, including mandelic-, salicylic-, glycolic-, pyruvic- and lactic acid to visibly improve skin clarity. These powerful ingredients work together to restore radiance to all skin types and assist in reducing fine lines and wrinkles by promoting the desquamation of keratinised skin cells and stimulating cellular regeneration. Specifically salicylic acid, an oil-soluble beta hydroxy acid, has the proven ability to exfoliate inside the pilosebaceous unit, thereby decongesting the pores for an overall clearer, healthier complexion. In the case of oily/acne-prone skin types, this serum encourages fewer breakouts by replenishing the acid mantle of the epidermis. By restoring this natural acidity, the skin is able to protect itself more effectively against microbes. This product also assists the skin in healing more rapidly. Ideal for those concerned with uneven pigmentation, congestion and fine lines and wrinkles.","","","VR-HAS30","Breakout-Prone Skin | Mature | Normal Combination | Uneven Skin Tone | Skincare","images/webp/hydroxy-acid-serum.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/HAS30.jpg","https://vitaderm.co.za/product/hydroxy-acid-serum/","true","Directions not published; Ingredients not published"
"VitaDerm","Illuminating Lifting Gel","60ml tube with flip cap","725","ZAR","The Illuminating Lifting Gel is a creamy gel-formulation incorporating multi-active ingredients, including Matrixyl 3000 and AcquaCell™ that ensure lasting moisturisation as well as a noticeable softening effect on fine lines and wrinkles. The addition of LipoLight , a revolutionary light-diffusing ingredient, helps reduce the appearance of fine lines and wrinkles, ensuring a photo-ready complexion, while the hyaluronic acid provides skin-smoothing benefits. Finally, pullulan has been added for its skin tightening and toning benefits while it also protects the skin from daily pollutants. Recommended for mature complexions and as a preventative anti-ageing treatment for younger skin. Not suitable for oily, problematic skin.","The Illuminating Lifting Gel is a creamy gel-formulation incorporating multi-active ingredients, including Matrixyl 3000 and AcquaCell™ that ensure lasting moisturisation as well as a noticeable softening effect on fine lines and wrinkles. The addition of LipoLight , a revolutionary light-diffusing ingredient, helps reduce the appearance of fine lines and wrinkles, ensuring a photo-ready complexion, while the hyaluronic acid provides skin-smoothing benefits. Finally, pullulan has been added for its skin tightening and toning benefits while it also protects the skin from daily pollutants. Recommended for mature complexions and as a preventative anti-ageing treatment for younger skin. Not suitable for oily, problematic skin.","","","VR-ILG60","Mature | Uneven Skin Tone | Skincare","images/webp/illuminating-lifting-gel.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/ILG60.jpg","https://vitaderm.co.za/product/illuminating-lifting-gel/","true","Directions not published; Ingredients not published"
"VitaDerm","Hydrating Treatment Cream","60ml tube with flip cap","719","ZAR","The Hydrating Treatment Cream contains hyaluronic acid, a natural component of healthy skin that helps increase hydration and suppleness. Both high- and low-molecular-weight hyaluronic acid have been incorporated into this formulation to boost the skin’s moisture levels. The addition of phyto extracts of rosewood, sandalwood and palmarosa helps to boost the skin’s natural defences. It is ideal for dehydrated skin.","The Hydrating Treatment Cream contains hyaluronic acid, a natural component of healthy skin that helps increase hydration and suppleness. Both high- and low-molecular-weight hyaluronic acid have been incorporated into this formulation to boost the skin’s moisture levels. The addition of phyto extracts of rosewood, sandalwood and palmarosa helps to boost the skin’s natural defences. It is ideal for dehydrated skin.","","","VR-HTC60","Dehydrated Skin | Skincare","images/webp/hydrating-treatment-cream.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/HTC60.jpg","https://vitaderm.co.za/product/hydrating-treatment-cream/","true","Directions not published; Ingredients not published"
"VitaDerm","Anti-Ageing Treatment Cream","60ml tube with flip cap","840","ZAR","The Anti-Ageing Treatment Cream is an advanced active formulation containing glycosaminoglycan, a natural component of the dermis and deeper layers of the epidermis. This nutrient helps maintain suppleness and reduces the appearance of dehydration lines. The addition of a patented olive extract protects against harsh climatic conditions. This treatment cream is especially suited for mature or dry skin types. It is also ideal for normal to dry skin types as a preventive anti-ageing treatment. An Anti-Ageing Eye Cream is also available in the range.","The Anti-Ageing Treatment Cream is an advanced active formulation containing glycosaminoglycan, a natural component of the dermis and deeper layers of the epidermis. This nutrient helps maintain suppleness and reduces the appearance of dehydration lines. The addition of a patented olive extract protects against harsh climatic conditions. This treatment cream is especially suited for mature or dry skin types. It is also ideal for normal to dry skin types as a preventive anti-ageing treatment. An Anti-Ageing Eye Cream is also available in the range.","","","VR-AATC60","Dehydrated Skin | Mature | Skincare","images/webp/anti-ageing-treatment-cream.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/AATC60.jpg","https://vitaderm.co.za/product/anti-ageing-treatment-cream/","true","Directions not published; Ingredients not published"
"VitaDerm","Ceramide Treatment Cream","60ml tube with flip cap","840","ZAR","The Ceramide Treatment Cream is an ultra-rich formulation containing Ceramide II that effectively restores the lipid barrier of the epidermis. In addition, the ceramide content effectively traps moisture and promotes a supple complexion. Highly recommended for mature and very dry skin types to offer lasting suppleness and all-day protection against moisture loss.","The Ceramide Treatment Cream is an ultra-rich formulation containing Ceramide II that effectively restores the lipid barrier of the epidermis. In addition, the ceramide content effectively traps moisture and promotes a supple complexion. Highly recommended for mature and very dry skin types to offer lasting suppleness and all-day protection against moisture loss.","","","VR-CTC60","Skincare","images/webp/ceramide-treatment-cream.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/CTC60.jpg","https://vitaderm.co.za/product/ceramide-treatment-cream/","true","Directions not published; Ingredients not published"
"VitaDerm","Purifying Treatment Cream","60ml tube with flip cap","683","ZAR","This Purifying Treatment Cream is specially formulated for oily, acne-prone skin types. The key ingredient in this product is salicylic acid, which helps to maintain the integrity of the acid-pH of the skin, thereby offering natural resistance against bacterial infection and assisting in clearing blocked pores. Extracts of tea tree and aloe further enhance the anti-inflammatory effect, leaving the skin feeling hydrated and soothed. The formulation also greatly assists in the prevention of ingrown hair following wax treatments. This treatment cream should only be applied at night. Do not use this product if allergic to aspirin.","This Purifying Treatment Cream is specially formulated for oily, acne-prone skin types. The key ingredient in this product is salicylic acid, which helps to maintain the integrity of the acid-pH of the skin, thereby offering natural resistance against bacterial infection and assisting in clearing blocked pores. Extracts of tea tree and aloe further enhance the anti-inflammatory effect, leaving the skin feeling hydrated and soothed. The formulation also greatly assists in the prevention of ingrown hair following wax treatments. This treatment cream should only be applied at night. Do not use this product if allergic to aspirin.","Apply at night to cleansed and toned skin. It is essential to wear the Reflective Sun Barrier SPF25+ daily whilst using the Purifying Treatment Cream and for a week after use has been discontinued. For the prevention of ingrown hair, apply the treatment cream to the affected area 2-3 days after waxing.","AQUA, BUTYLENE GLYCOL, NIACINAMIDE, JOJOBA EXTRACT, GLYCERYL STEARATE, DIMETHICONE, SALICYLIC ACID, PEG-100 STEARATE, ALOE BARBADENSIS (LEAF) EXTRACT, MELALEUCA ALTERNIFOLIA (LEAF), EXTRACT, PHENOXYETHANOL, ETHYL HEXYL, GLYCERIN.","VR-PTC60","Breakout-Prone Skin | Skincare","images/webp/purifying-treatment-cream.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/PTC60.jpg","https://vitaderm.co.za/product/purifying-treatment-cream/","false",""
"VitaDerm","Brightening Treatment Cream","60ml tube with flip cap","683","ZAR","The Brightening Treatment Cream contains advanced active ingredients such as arbutin and glutathione to help brighten the complexion and prevent ageing of the skin. This treatment cream is ideal for use as a night cream.","The Brightening Treatment Cream contains advanced active ingredients such as arbutin and glutathione to help brighten the complexion and prevent ageing of the skin. This treatment cream is ideal for use as a night cream.","","","VR-BTC60","Uneven Skin Tone | Skincare","images/webp/brightening-treatment-cream.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/BTC60.jpg","https://vitaderm.co.za/product/brightening-treatment-cream/","true","Directions not published; Ingredients not published"
"VitaDerm","Multi-Vitamin Treatment Cream","60ml tube with flip cap","840","ZAR","This Multi-Vitamin Treatment Cream is a nourishing, vitamin-enriched formulation intended for night-time use. It is formulated with multi-vitamins, including Vitamin A, B3, B5, C and E which help improve skin texture and suppleness and restore skin health. Recommended for very dry and/or mature skin types in need of cellular regeneration and nourishment. Not recommended for ultra-sensitive complexions.","This Multi-Vitamin Treatment Cream is a nourishing, vitamin-enriched formulation intended for night-time use. It is formulated with multi-vitamins, including Vitamin A, B3, B5, C and E which help improve skin texture and suppleness and restore skin health. Recommended for very dry and/or mature skin types in need of cellular regeneration and nourishment. Not recommended for ultra-sensitive complexions.","","","VR-MVTC60","Mature | Uneven Skin Tone | Skincare","images/webp/multi-vitamin-treatment-cream.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/MVTC60.jpg","https://vitaderm.co.za/product/multi-vitamin-treatment-cream/","true","Directions not published; Ingredients not published"
"VitaDerm","Firming Treatment Cream","100ml tube with flip cap","746","ZAR","The Firming Treatment Cream is formulated with hyaluronic acid as well as oligo- and tetra peptides which ensures deep hydration as well as superficial suppleness. This product is ideal for use on the neck and décolleté area, but is also perfectly suited for use on areas like the hands and arms, which may require more focused attention. Highly recommended as an anti-ageing treatment for skin lacking vibrancy and firmness.","The Firming Treatment Cream is formulated with hyaluronic acid as well as oligo- and tetra peptides which ensures deep hydration as well as superficial suppleness. This product is ideal for use on the neck and décolleté area, but is also perfectly suited for use on areas like the hands and arms, which may require more focused attention. Highly recommended as an anti-ageing treatment for skin lacking vibrancy and firmness.","","","VR-FTC100","Mature | Skincare","images/webp/firming-treatment-cream.webp","https://vitaderm.co.za/wp-content/uploads/2020/10/FTC100.jpg","https://vitaderm.co.za/product/firming-treatment-cream/","true","Directions not published; Ingredients not published"
"VitaDerm","Nourish & Revitalise Pack","TRIO PACK","912","ZAR","What’s in the box? Boost skin vitality with this nourishing and revitalising skin care pack including a Nourishing Cream Cleanser 100ml, Protective Cream 60ml and a FREE Vitality Booster Masque 60ml. These formulations work together to soothe skin and boost vibrancy while providing all-day protection against harsh elements to restore suppleness and fight against the signs of ageing. The perfect complement for healthier-looking skin. Nourishing Cream Cleanser 100ml An ultra-nourishing cleanser containing phyto extracts of almond and grape seed to offer effective emollient properties. The addition of frankincense and palmarosa extracts helps soothe and condition the skin. Protective Cream 60ml A conditioning cream formulation that offers all-day protection against the elements. Aromatic extracts of chamomile, sandalwood and lavender protect and soothe dry and sensitive skin while jojoba seed extract restores natural lipids and improves suppleness. FREE Vitality Booster Masque 60ml This skin revitalising masque is an ultra-nourishing formulation powered by super anti-oxidant nutriceuticals including Vitamin A, C and E as well as ferulic acid which offer outstanding anti-free radical and anti-ageing benefits to boost skin vitality.","What’s in the box? Boost skin vitality with this nourishing and revitalising skin care pack including a Nourishing Cream Cleanser 100ml, Protective Cream 60ml and a FREE Vitality Booster Masque 60ml. These formulations work together to soothe skin and boost vibrancy while providing all-day protection against harsh elements to restore suppleness and fight against the signs of ageing. The perfect complement for healthier-looking skin. Nourishing Cream Cleanser 100ml An ultra-nourishing cleanser containing phyto extracts of almond and grape seed to offer effective emollient properties. The addition of frankincense and palmarosa extracts helps soothe and condition the skin. Protective Cream 60ml A conditioning cream formulation that offers all-day protection against the elements. Aromatic extracts of chamomile, sandalwood and lavender protect and soothe dry and sensitive skin while jojoba seed extract restores natural lipids and improves suppleness. FREE Vitality Booster Masque 60ml This skin revitalising masque is an ultra-nourishing formulation powered by super anti-oxidant nutriceuticals including Vitamin A, C and E as well as ferulic acid which offer outstanding anti-free radical and anti-ageing benefits to boost skin vitality.","See pack for details.","See pack for details.","VR-NRTP","Skincare","images/webp/nourish-revitalise-pack.webp","https://vitaderm.co.za/wp-content/uploads/2024/07/NRPack_Online.jpg","https://vitaderm.co.za/product/nourish-revitalise-pack/","false",""
"VitaDerm","Anti-Ageing Eye Cream","","614","ZAR","The Anti-Ageing Eye Cream is a multi-active eye cream that offers excellent protection to the delicate eye area. This advanced active formulation incorporates Eyeseryl , a patented protein peptide, that is designed to smooth skin around the eyes. The addition of hyaluronic acid offers unsurpassed moisture-binding properties which help to plump up the skin and improve firmness. Ideal for mature and very dry skin types.","The Anti-Ageing Eye Cream is a multi-active eye cream that offers excellent protection to the delicate eye area. This advanced active formulation incorporates Eyeseryl , a patented protein peptide, that is designed to smooth skin around the eyes. The addition of hyaluronic acid offers unsurpassed moisture-binding properties which help to plump up the skin and improve firmness. Ideal for mature and very dry skin types.","","","VR-AAEC20","Mature | Skincare","images/webp/anti-ageing-eye-cream.webp","https://vitaderm.co.za/wp-content/uploads/2020/07/AACE20.jpg","https://vitaderm.co.za/product/anti-ageing-eye-cream/","true","Pack size needs manual review; Directions not published; Ingredients not published"
"VitaDerm","Eye & Lip Repair","15ml airless bottle with pump","788","ZAR","This Eye & Lip Repair is a light-weight serum that is formulated with multi-active ingredients. The AcquaCell™ content assists in visibly minimising fine lines and wrinkles around the delicate eye and lip area while the Vitamin C and E content offer anti-oxidant benefits. Rosehip extract has been added for its unsurpassed conditioning and anti-free-radical properties.","This Eye & Lip Repair is a light-weight serum that is formulated with multi-active ingredients. The AcquaCell™ content assists in visibly minimising fine lines and wrinkles around the delicate eye and lip area while the Vitamin C and E content offer anti-oxidant benefits. Rosehip extract has been added for its unsurpassed conditioning and anti-free-radical properties.","Apply sparingly to the eye and lip area during the morning and/or evening skin care routine. This serum may also be used as an eye and lip masque, once or twice a week, by applying more liberally. Allow to act for 20 minutes before removing the excess product for visible rejuvenation of the delicate skin around the eyes and lips.","","VR-ELRS15","Dehydrated Skin | Skincare","images/webp/eye-lip-repair.webp","https://vitaderm.co.za/wp-content/uploads/2020/07/ELR15.jpg","https://vitaderm.co.za/product/eye-lip-repair/","true","Ingredients not published"
"VitaDerm","Eye Lift Gel","15ml airless bottle with pump","609","ZAR","This Eye Lift Gel helps boost hydration and brightens the delicate skin around the eyes. It contains a patented peptide, Eyeseryl , which assists in reducing dark circles and puffiness under the eyes while maintaining collagen and improving suppleness. The addition of AcquaCell™ extract dramatically improves moisture levels within the skin, thereby softening the appearance of fine lines and wrinkles. Pullulan has been added for its outstanding skin firming and tightening effect. The benefits of this formulation are further enhanced by the witch hazel and aloe vera extracts which help to decongest and soothe the delicate eye area.","This Eye Lift Gel helps boost hydration and brightens the delicate skin around the eyes. It contains a patented peptide, Eyeseryl , which assists in reducing dark circles and puffiness under the eyes while maintaining collagen and improving suppleness. The addition of AcquaCell™ extract dramatically improves moisture levels within the skin, thereby softening the appearance of fine lines and wrinkles. Pullulan has been added for its outstanding skin firming and tightening effect. The benefits of this formulation are further enhanced by the witch hazel and aloe vera extracts which help to decongest and soothe the delicate eye area.","","","VR-ELG15","Dehydrated Skin | Normal Combination | Skincare","images/webp/eye-lift-gel.webp","https://vitaderm.co.za/wp-content/uploads/2026/07/ELG-15ml-Clear-Back.png","https://vitaderm.co.za/product/eye-lift-gel/","true","Directions not published; Ingredients not published"
"VitaDerm","Salicylic Spot Treatment","","347","ZAR","This Salicylic Spot Treatment contains salicylic acid as the main active ingredient which is well-known for its remarkable ability to clear congestion and reduce inflammation. The Vitamin B3 and E content boosts micro-circulation and skin healing. The effectiveness of this light-weight gel spot treatment is further enhanced through the addition of phyto extracts of tea tree, lavender and cedarwood which further act as anti-inflammatory agents to soothe skin and promote healing. This product is useful for breakouts on the face, as well as for use after lip waxing to help prevent pimple formation. It is also perfectly suited for application a few days after bikini-line waxing to prevent ingrown hair.","This Salicylic Spot Treatment contains salicylic acid as the main active ingredient which is well-known for its remarkable ability to clear congestion and reduce inflammation. The Vitamin B3 and E content boosts micro-circulation and skin healing. The effectiveness of this light-weight gel spot treatment is further enhanced through the addition of phyto extracts of tea tree, lavender and cedarwood which further act as anti-inflammatory agents to soothe skin and promote healing. This product is useful for breakouts on the face, as well as for use after lip waxing to help prevent pimple formation. It is also perfectly suited for application a few days after bikini-line waxing to prevent ingrown hair.","","","VR-SST20","Breakout-Prone Skin | Uneven Skin Tone | Skincare","images/webp/salicylic-spot-treatment.webp","https://vitaderm.co.za/wp-content/uploads/2020/07/SST20.jpg","https://vitaderm.co.za/product/salicylic-spot-treatment/","true","Pack size needs manual review; Directions not published; Ingredients not published"
